State,District,Latitude,Longitude,District code,Population,Male,Female,Male_Literate,Female_Literate,Literate,Workers,Non_Workers,Hindus,Muslims,Housholds_with_Electric_Lighting,Households_with_Internet,Primary_Education,Secondary_Education,Literate_Education,Illiterate_Education,Age_Group_0_29,Age_Group_30_49,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_separate_kitchen_Cooking_inside_house,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Location_of_drinking_water_source_Within_the_premises_Households,Household_size_1_to_2_persons,Household_size_3_to_5_persons_Households,Married_couples_1_Households,Married_couples_3_or_more_Households,Power_Parity_Rs_45000_90000,sex_ratio,literacy_rate
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,348033,256929,604962,559649,495256,849518,16558,143803,912,170994,82166,623632,376944,614794,278553,2246,19880,3436,2156,243211,232935,8554,125323,30628,47721,147190,180721,3043,427,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,502898,331693,834591,679723,660688,1192588,125548,239885,2324,217234,109751,855816,467002,781000,346861,5435,62695,8913,5253,269750,261639,18028,75760,69544,43289,158569,189687,12431,600,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,747652,432033,1179685,675993,1289977,1875495,76159,131486,1781,285682,170254,1168209,706917,1254302,452484,5829,48525,6371,3354,332939,346829,12915,280588,72770,44701,166295,247902,22524,789,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,307889,200945,508834,418682,407385,741288,67324,145258,1945,127167,69134,519073,289113,476995,217403,4498,47549,6579,4382,154169,157683,14613,50773,50706,29512,97561,121641,7605,367,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,332140,220419,552559,431998,584522,974748,35214,76097,653,134936,70359,557003,427997,635347,235035,2219,18488,2542,1301,222219,226597,5039,132218,25909,47760,119049,178890,2979,438,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,479093,341127,820220,517838,813759,1195235,120331,194373,1141,210402,117908,832809,444877,832939,316319,6017,48130,3639,2842,265409,248660,17923,185407,70591,40528,143773,210534,5220,596,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,488797,315448,804245,745603,800211,1433879,106928,231130,1611,174381,96386,742583,706958,935230,363218,4185,46026,8243,2597,333957,324899,11977,172927,35811,65818,182265,255055,8764,652,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,485090,340790,825880,690980,764089,1267043,151071,213825,3644,194131,111461,819266,622153,876905,363858,5757,67819,6917,7825,287465,265828,21958,150946,62856,40986,154724,201478,13332,631,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,845572,596185,1441757,991946,1373160,2268838,85414,251132,3406,330131,206274,1508142,766166,1460075,540235,11833,67856,14929,6849,520946,524701,11182,391836,119338,112445,266104,396235,15940,1000,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,908607,637112,1545719,1006035,1372423,2198297,103480,366494,4546,426916,214137,1554882,711804,1470688,569166,11291,71201,10491,10066,488714,466797,29071,240463,107537,90478,272006,385255,9373,1037,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,801051,570730,1371781,911349,1317586,2158623,59471,294702,3754,334635,197373,1450133,715509,1365647,535086,9401,64484,10002,7853,460701,455270,16995,346813,92951,86518,242126,355209,14209,963,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,469208,311154,780362,586087,725245,1163607,137980,212138,1566,179388,120687,765195,508396,817608,305605,6041,60435,14285,3694,245577,235670,11139,157489,55011,31433,126997,182590,10506,564,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,485341,378853,864194,684434,694697,1145052,79739,228695,1182,241327,116124,879546,458811,809922,363037,4048,37873,5460,2951,303513,284384,14621,153343,61065,54607,180853,234284,4058,567,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,348761,255433,604194,493057,573006,997073,42426,113184,1733,154282,80402,637863,422736,645619,269145,3819,29839,3614,3472,239921,232450,9838,118183,74971,56765,132438,185549,4231,451,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,543509,351103,894612,717871,794810,1321003,174724,232735,1382,239081,111366,890916,544791,901161,369741,4200,49847,6996,3344,290964,281671,12132,165709,45762,40196,152577,196730,17907,671,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,208201,119824,328025,277455,410406,638702,41396,74770,273,70840,37072,285152,393141,449974,155063,1634,17878,1471,698,114253,138428,5214,112074,20137,25063,72633,111135,3212,289,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,573242,327604,900846,759281,966769,1648749,51200,148128,1852,214162,84684,794589,719547,1106084,389652,5417,48952,4610,3913,293612,341253,11678,212618,39750,61280,177114,267155,9170,750,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,353030,247755,600785,461760,665273,1077545,34419,102228,837,168224,80312,661238,477472,721531,253685,3320,18017,2568,1208,231835,231540,5173,158874,39769,45330,109754,171599,8213,1007,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,459353,288587,747940,655318,789848,1383475,44143,132725,1090,188694,78053,711045,659348,898323,343824,4139,35388,3932,2393,282893,292003,5586,160512,26114,46053,152296,211780,12472,630,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,730817,510173,1240990,897442,1089422,1718204,233133,323379,7501,280030,159263,1148280,659279,1156749,508302,12167,107407,11588,16645,375722,338261,36739,204927,111850,46726,203426,247634,25274,879,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,210907,145765,356672,289691,355067,620515,15966,67975,839,94011,43418,351218,230782,403030,158140,1873,14918,1987,1527,139642,134416,4877,68755,29250,28511,76556,110110,2690,250,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,512344,350574,862918,550402,908473,1287391,149548,181510,1926,214603,104007,816456,512311,919239,335690,5682,55126,4770,4922,290809,275519,15915,208963,80188,45087,149467,225226,6637,631,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,758977,652304,1411281,768154,1045752,1107809,357253,314490,6163,328367,291391,1460317,352687,998769,483200,9037,72460,14360,11896,356809,339748,37265,121230,190594,54381,234221,286863,10693,1059,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,1207104,1044771,2251875,1236322,1652123,2055177,421410,512492,9438,468853,525116,2349512,478074,1540590,783549,15285,124261,28565,18992,605336,569476,42996,78586,354238,92293,398987,469750,13343,1683,95.0,78.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,868733,597269,1466002,837770,1702303,2291133,237353,44456,2362,482199,253142,1833998,784131,1626969,564571,7145,32335,8511,2292,367543,377134,6754,349524,247664,30619,137515,221195,49556,940,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,1430936,1072901,2503837,1575079,2126203,2545438,786677,589477,23258,686271,537936,2611982,819734,2211996,909771,33322,230188,34570,43514,614224,580691,138210,106395,422166,85884,415993,515923,35684,1966,92.0,68.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,488709,411151,899860,597305,603029,1009352,26502,227025,2932,187870,204435,949619,235524,626978,333120,5184,54974,10685,5536,259055,243836,26370,98701,110541,38950,180328,198202,4670,748,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,987185,731322,1718507,1255548,1329501,2174672,320395,402052,5614,436446,316758,1691672,821607,1473882,614615,12836,91909,17352,8484,330203,492304,39323,188216,209824,71277,296136,375614,22161,1502,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1048892,830982,1879874,1219641,1366617,1845424,354236,423036,4767,457067,406379,1940864,600436,1467457,641840,10034,84546,16240,8993,481806,496630,31267,110480,247668,80047,321880,392034,16802,1531,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,872565,706050,1578615,1058172,1146135,1780085,92297,418666,8239,316192,351610,1631602,516728,1163802,629890,12746,113039,17042,16949,498914,440367,67694,198829,217282,89601,352330,397896,7243,1327,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,723388,570528,1293916,936370,1114492,1825460,187901,315332,6065,323641,290656,1335558,649568,1167569,513908,10912,74859,17041,12022,387619,344482,54960,29738,246027,48076,217726,271935,21672,1133,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,542837,461406,1004243,665419,657088,1153861,26157,239981,2866,237888,225595,1060206,256549,704214,371908,5074,49085,9117,5357,271917,266154,17945,129626,94573,37863,178543,204840,7017,806,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,450551,340192,790743,569182,608163,863199,127552,159114,1221,266649,136075,824880,331388,692117,281905,3833,29815,5768,2130,206387,209663,13034,93262,83549,24157,120315,152388,13185,676,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,1629223,1262659,2891882,1863571,2366346,3457615,560261,720791,14297,735730,627198,3014615,1003050,2352671,1080237,19560,170551,50297,26385,810168,724904,125375,42052,573516,124995,512687,614318,34659,2393,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,699428,496095,1195523,930886,1028160,1504641,274221,288895,3791,422207,225331,1331287,545980,1150104,454836,8400,75655,28619,6111,278273,348751,29927,108318,149695,47401,205666,259264,19862,1105,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,1559760,1266085,2825845,1704054,2171947,3379906,286558,770005,22269,622362,698604,2901125,778000,1972486,1084858,49081,283565,62018,45061,800038,699588,106291,64763,611991,106174,502014,533856,40799,2257,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,932432,718240,1650672,1046857,1407339,2006984,367664,381722,6217,423711,380344,1765952,596213,1406364,584243,13150,81052,21703,10060,406711,421140,44074,132136,231657,49246,257585,324131,26122,1448,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,1959220,1714588,3673808,1868560,2785010,3492202,390974,917626,57964,666693,790443,3703540,601547,2460820,1361821,71592,426007,110280,106415,967598,770480,187414,108836,710516,127603,647880,723785,26991,2153,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,1255222,934203,2189425,1493953,1867339,2501741,471951,488748,7548,691348,416761,2327305,884626,2008314,809135,12341,83106,18983,12589,556481,579750,61234,223195,249852,70675,365093,470048,29970,1986,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,512099,394410,906509,792065,856230,1521618,96182,186202,2579,218718,160961,848475,790613,1011352,390419,6135,39350,6958,4587,307273,292483,21845,95048,117970,42288,163042,229070,10189,950,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,2397538,1947828,4345366,2763328,3343859,5237009,693052,904710,45039,1038955,830070,4220456,1481778,3580633,1567252,79590,396040,56688,89201,1107241,934281,196514,105024,689923,132456,662495,792059,61091,3303,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,644304,493506,1137810,773916,883660,1437623,178925,240042,3209,300965,260772,1193594,440363,917343,393539,7974,51577,13991,4182,266231,316237,22964,105563,148545,51380,190464,239940,14708,1008,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,666291,491523,1157814,822797,1013289,1328385,306364,272486,3982,396713,229103,1266426,552643,1078349,436486,6973,50197,11554,6057,275622,325984,25840,152059,157423,41162,189010,250755,17950,982,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,3940210,3231513,7171723,4048993,5380415,8090254,673704,1925019,235018,1234549,1414563,6736249,1353077,5184734,2624165,273326,1013058,130854,382527,1962040,1382496,612584,179132,1575922,332841,1286031,1426982,74115,3929,91.0,76.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,542756,408883,951639,690167,803817,1422986,17332,297308,3342,260661,130700,1017307,460166,841958,398257,5979,50302,5270,6693,337072,331942,19805,253248,57621,85832,200941,270070,5825,594,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1059692,880302,1939994,1072969,1561231,2239370,227465,547206,38570,407662,441072,1861740,482420,1414154,748339,43536,158119,85087,53397,574723,463109,119513,65017,338725,100690,362797,418185,14741,1292,96.0,74.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,619012,580380,1199392,714076,900993,1307211,187197,367352,7752,378554,247257,1251437,319622,777431,438905,15191,61559,74069,13304,382573,346267,37274,20957,184194,97527,212475,246068,8615,1106,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,1121550,927917,2049467,1215104,1607039,2440312,239607,485126,13212,507318,453404,2124179,579039,1450907,752303,29515,190760,43027,26191,556209,498771,67342,98215,379231,82761,331678,371741,32051,1689,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,1201034,1024660,2225694,1354947,1648794,2691952,146970,562653,14093,495822,556706,2313266,545423,1517324,800492,36046,195582,34682,31351,602990,550485,67211,89747,419171,101753,359607,401102,32495,1881,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,348289,317778,666067,347178,502473,780384,26264,194228,3517,165284,175070,702460,121922,382024,242296,9264,37159,18320,6101,198711,181960,17110,7546,111982,49175,114147,133398,4590,508,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,1651266,1259410,2910676,1898395,2419361,3795424,441254,595560,15145,788150,643327,2951035,976795,2402794,1089900,28219,229240,35124,27734,707954,723697,97376,193008,427955,111765,469237,564956,50093,2539,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,4591396,3635765,8227161,4492767,6567381,8716055,1355630,2231800,256170,1530916,1751284,7739336,1692022,6184519,3241888,172210,499186,196291,255987,2375413,1758319,632143,215983,1748215,350327,1535929,1769316,52217,4956,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,552617,466841,1019458,608235,692539,1057096,53854,266155,4313,186781,225208,1012774,212054,659540,370227,6970,70849,14587,8251,289664,263170,28598,54733,172982,47313,201617,219560,4772,799,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,487703,382214,869917,569792,627368,859949,142672,196022,1875,238985,162762,899778,291525,682919,302425,3623,37729,7506,2868,241170,240347,10854,51591,92664,36462,151658,190683,7325,714,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,1115980,906594,2022574,1355999,1416349,2251401,239236,446516,6094,562739,389924,2117390,718204,1549263,733258,12132,99346,16735,11514,599805,575266,39344,161450,228633,105064,403805,481605,10268,1695,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,87313,69020,156333,109937,127462,175102,18691,34364,676,36011,31775,175322,67610,135220,62907,2009,5782,1739,848,42408,43516,784,711,3454,3192,24938,32723,1089,46,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,51053,39249,90302,76238,67944,10810,3086,18764,184,28163,18971,115663,38191,86255,39324,908,3263,670,336,25414,27448,1411,2456,2681,3946,15386,22711,192,147,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,104013,91922,195935,122655,151488,12034,2886,29894,837,67907,38567,243125,57561,168608,67802,1807,6387,816,1484,47354,42769,6655,2664,8001,5218,22736,37205,1223,242,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,148012,116465,264477,233622,245526,43833,1649,22798,256,81735,62033,347896,191001,314439,111516,827,1603,601,264,30317,33051,1017,1528,5714,2835,16797,27914,484,502,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,47403,37603,85006,70675,69976,2995,589,11541,125,28461,17867,103294,45317,90273,33290,495,723,174,152,21266,23804,352,61,3786,1747,11219,20289,259,29,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,152617,116687,269304,195319,226849,267146,107323,49507,880,69738,55803,315532,118088,251975,107196,3141,11574,2683,1189,78020,83390,873,9829,3978,6480,49873,65413,1268,229,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,70148,59681,129829,87929,96069,7553,1115,14026,276,29382,31734,158906,42156,113715,43646,1107,944,413,260,26712,32455,2313,550,3749,5017,15806,28803,240,0,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,102513,89634,192147,126073,191844,17272,3359,24550,288,70679,31328,218602,100781,216742,70424,1167,4732,1037,547,30371,54960,2057,491,15707,4950,26346,45070,512,191,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,287270,290760,578030,326786,499136,144935,14185,135941,5032,163729,94579,634037,168575,545961,192428,15048,7975,2304,9037,157217,93999,59647,4075,56403,23444,76900,107279,2001,413,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,87371,100156,187527,154180,240944,12456,1646,41677,510,61526,26748,215217,165184,291097,72934,4790,978,652,888,61783,57268,6500,2433,8371,5770,23935,42117,2507,213,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,45003,37059,82062,53069,89265,7036,1050,10940,179,28921,13858,95846,44849,97082,30605,695,1700,363,199,12562,22964,873,94,2719,2219,9858,17672,397,70,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,193438,165264,358702,255693,387598,122936,106788,51301,1630,129178,70941,420622,208900,427629,143604,3589,10923,2760,2270,63888,113504,6163,19736,34389,12701,58500,92589,1437,355,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,117307,113371,230678,163345,220116,6498,1533,32873,149,78208,28417,251275,133244,278569,69988,1683,922,350,210,57141,59459,3555,1474,5615,5670,24288,46341,729,216,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,169547,171048,340595,174636,225673,13249,5264,79804,4019,68214,78752,347470,38248,235892,108094,9581,16909,1771,11817,81144,40704,38953,977,40948,11212,43041,54536,861,186,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,51440,49362,100802,60342,65403,1075,699,23948,186,31359,16259,101684,15449,78778,29690,1237,3135,310,911,25349,19196,6021,1197,3082,3608,12517,17656,263,63,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,34147,31748,65895,36672,47283,4000,4426,14853,367,18046,9849,65726,14217,52147,20576,867,2488,238,908,16886,11439,5233,450,4736,2474,8927,12072,154,39,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,36444,26417,62861,45566,72328,1668,522,9283,162,21114,10538,74574,54874,80723,25303,631,658,427,392,22512,19088,3249,223,1720,2478,11321,17927,241,87,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,64515,56607,121122,78292,83136,5231,1290,26394,482,33313,19918,124314,32451,100250,39690,1982,3706,435,1814,32180,24286,7832,409,9906,4460,16569,23345,264,84,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,32977,27214,60191,39339,47025,2989,1782,12158,90,19711,10756,64717,20091,55914,20082,565,1619,120,388,16720,13786,2921,132,2372,2483,8670,12580,141,42,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,21861,20372,42233,19461,37113,933,514,7400,168,14151,7269,47873,8787,37127,12784,507,337,288,322,10721,7767,2970,217,2381,1242,4996,8059,87,32,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,27598,26878,54476,32397,32540,991,335,12315,131,14985,9062,54133,5963,39568,15894,702,1723,105,492,12448,9272,3113,173,3737,1709,5948,8522,130,37,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,150142,127895,278037,151350,227461,108900,31212,71413,3303,61815,44343,277956,58926,243392,98601,10008,10821,2112,6070,68601,36263,33254,24735,51177,11627,40012,60448,570,213,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,107038,90451,197489,114825,153163,25496,4384,50724,1928,46756,30518,201718,45802,173701,68485,8428,2011,487,4116,47525,30993,19010,737,13645,9326,22915,37269,288,218,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,83479,76015,159494,100067,94555,9840,2057,40154,537,43483,27425,169448,22555,111243,52853,3805,5184,628,1101,41054,31404,8870,180,10166,6656,21336,32371,91,169,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,67432,52194,119626,147654,102606,8102,3444,14398,178,46055,7628,127058,130529,168773,53600,1007,1571,235,233,39573,36498,3623,111,8005,3015,13754,33129,418,210,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,57926,47967,105893,80277,83141,3563,950,36182,170,32722,12785,112110,44456,108514,37842,1780,838,362,406,33713,30943,4878,163,6764,9022,16854,27634,27,112,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,63653,53858,117511,98154,98442,2979,1052,24998,155,40900,15013,127913,66450,134573,43210,1063,738,300,208,36817,33861,4402,10,9252,3992,15138,31260,136,116,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,67385,60823,128208,78412,87931,5605,2043,25268,198,37024,18746,131916,25048,106951,40510,1592,1713,400,429,31060,28312,3203,475,4293,3703,13080,27684,147,161,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,53504,49377,102881,79466,61291,2580,772,28846,261,30889,17282,115295,25988,91709,32267,2258,1033,357,424,27313,25713,3712,108,5742,4193,12086,24291,83,132,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,902359,718873,1621232,932707,1387822,2197709,94254,296834,7370,470502,267354,1742405,628627,1303828,622575,8591,75401,15504,7571,326787,502635,15734,420751,208631,74524,332079,399222,11631,889,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,596269,497871,1094140,468599,1037738,1398543,104202,164636,2637,391081,177013,1232900,323145,848660,393629,3670,34791,6947,3134,190084,296688,8307,284168,108838,29001,172525,225412,13377,580,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,1103033,908436,2011469,936365,1688105,2457729,141263,349587,15046,545514,328319,2062622,472182,1372301,743090,15494,132934,15390,23064,430691,494043,58873,303301,236109,72341,358552,419696,18244,1167,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,464093,365817,829910,435533,757278,1185542,4805,117172,1810,238599,132002,859997,341887,641697,326233,3533,36224,3472,3383,227629,263641,9666,97504,54498,43001,176751,214369,4631,453,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,153663,108874,262537,293933,283884,353160,1556,63112,635,76419,36977,268110,335821,345387,144043,656,8521,1791,871,113338,119272,7161,43514,12927,21096,69329,91784,2078,198,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,1262652,947398,2210050,1501772,2027259,3486059,13315,405298,9049,767140,297490,2340777,1055331,1980232,924756,9066,100866,14496,15361,622010,672524,74534,318506,140804,101398,429102,529384,29241,1419,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,228092,177787,405879,247707,331798,553587,12783,81433,2498,101541,70928,408064,143508,320156,159477,3966,32916,2216,4526,125891,107762,21243,76358,34670,23228,81687,101028,1991,265,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,484177,317859,802036,751930,824939,1555367,4975,91171,1953,225468,94044,780451,765368,880160,415778,3547,34156,3469,2825,385893,382053,10876,332445,34340,94732,238726,330517,1364,520,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,233900,165886,399786,355349,377761,580300,2138,28736,768,145604,48856,450614,287948,436625,177471,1278,11947,2556,1182,146761,156795,9613,53314,16935,33600,92241,131279,1065,238,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,579970,509295,1089265,466890,973471,1386792,50247,173107,1628,357621,203472,1242976,294723,771284,374559,2686,37980,4759,2095,192470,318778,5112,272980,57321,39580,196212,243965,10098,541,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,957515,792421,1749936,792193,1459480,2147632,84060,349860,35701,445785,295099,1945913,371244,1199521,653346,33514,165342,16692,56193,402397,361364,102422,167624,230972,62638,306708,351892,18047,1022,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,340843,227247,568090,693406,686241,1294151,8850,85766,3988,158653,60589,547812,770707,818578,348803,6922,37192,4832,6604,295520,294487,30413,203233,46292,81466,183550,254148,2437,458,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,147001,97705,244706,310666,302526,600219,1871,24604,448,64683,19031,204863,390356,381913,146355,820,10535,766,578,113176,128850,5901,109087,7862,23610,76786,104884,932,192,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,794171,575226,1369397,1223534,1296204,2113079,33706,140189,2950,390037,214921,1455985,1094844,1449729,650135,6279,62502,6698,4642,499979,559038,17104,292400,96329,103461,341257,430350,7021,951,101.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,392333,296029,688362,343633,619156,955754,5278,124984,1163,227102,90089,745059,232558,502136,262086,2270,24290,3710,1529,156951,219723,7144,109314,27799,34000,151006,174854,5245,345,92.0,71.0
